Wavelength,vp74
451.996002,95.36
454.221985,95.36
456.447998,95.36
458.674011,95.36
460.899994,95.36
463.126007,95.36
465.35199,95.36
467.578003,95.36
469.803986,95.36
472.029999,95.36
474.256012,95.36
476.481995,95.36
478.708008,95.36
480.93399,95.36
483.160004,95.36
485.385986,95.36
487.612,95.36
489.838013,95.36
492.063995,95.36
494.290009,95.36
496.515991,95.36
498.742004,95.36
500.967987,95.36
503.194,95.36
505.420013,95.36
507.645996,95.36
509.872009,95.36
512.098022,95.36
514.323975,95.36
516.549988,95.36
518.776001,95.36
521.002014,95.36
523.228027,95.36
525.453979,95.36
527.679993,95.36
529.906006,95.36
532.132019,95.36
534.357971,95.36
536.583984,95.36
538.809998,95.36
541.036011,95.36
543.260986,95.36
545.487,95.36
547.713013,95.36
549.939026,95.36
552.164978,95.36
554.390991,95.36
556.617004,95.36
558.843018,95.36
561.06897,95.36
563.294983,95.36
565.520996,95.36
567.747009,95.36
569.973022,95.36
572.198975,95.36
574.424988,95.36
576.651001,95.36
578.877014,95.36
581.103027,95.36
583.328979,95.36
585.554993,95.36
587.781006,95.36
590.007019,95.36
592.232971,95.36
594.458984,95.36
596.684998,95.36
598.911011,95.36
601.137024,95.36
603.362976,95.36
605.588989,95.36
607.815002,95.36
610.041016,95.36
612.267029,95.36
614.492981,95.36
616.718994,95.36
618.945007,95.36
621.171021,95.36
623.396973,95.36
625.622986,95.36
627.848999,95.36
630.075012,95.36
632.301025,95.36
634.526978,95.36
636.752991,95.36
638.979004,95.36
641.205017,95.36
643.43103,95.36
645.656982,95.36
647.882996,95.36
650.109009,95.36
652.335022,95.36
654.560974,95.36
656.786987,95.36
659.013,95.36
661.239014,95.36
663.465027,95.36
665.690002,95.36
667.916016,95.36
670.142029,95.36
672.367981,95.36
674.593994,95.36
676.820007,95.36
679.046021,95.36
681.271973,95.36
683.497986,95.36
685.723999,95.36
687.950012,95.36
690.176025,95.36
692.401978,95.36
694.627991,95.36
696.854004,95.36
699.080017,95.36
701.30603,95.36
703.531982,95.36
705.757996,95.36
707.984009,95.36
710.210022,95.36
712.435974,95.36
714.661987,95.36
716.888,95.36
719.114014,95.36
721.340027,95.36
723.565979,95.36
725.791992,95.36
728.018005,95.36
730.244019,95.36
732.469971,95.36
734.695984,95.36
736.921997,95.36
739.14801,95.36
741.374023,95.36
743.599976,95.36
745.825989,95.36
748.052002,95.36
750.278015,95.36
752.504028,95.36
754.72998,95.36
756.955994,95.36
759.182007,95.36
761.40802,95.36
763.633972,95.36
765.859985,95.36
768.085999,95.36
770.312012,95.36
772.538025,95.36
774.763977,95.36
776.989014,95.36
779.216003,95.36
781.440979,95.36
783.666992,95.36
785.893005,95.36
788.119019,95.36
790.344971,95.36
792.570984,95.36
794.796997,95.36
797.02301,95.36
799.249023,95.36
801.474976,95.36
803.700989,95.36
805.927002,95.36
808.153015,95.36
810.379028,95.36
812.60498,95.36
814.830994,95.36
817.057007,95.36
819.28302,95.36
821.508972,95.36
823.734985,95.36
825.960999,95.36
828.187012,95.36
830.413025,95.36
832.638977,95.36
834.86499,95.36
837.091003,95.36
839.317017,95.36
841.54303,95.36
843.768982,95.36
845.994995,95.36
848.221008,95.36
850.447021,95.36
852.672974,95.36
854.898987,95.36
857.125,95.36
859.351013,95.36
861.577026,95.36
863.802979,95.36
866.028992,95.36
868.255005,95.36
870.481018,95.36
872.70697,95.36
874.932983,95.36
877.158997,95.36
879.38501,95.36
881.611023,95.36
883.836975,95.36
886.062988,95.36
888.288025,95.36
890.513977,95.36
892.73999,95.36
894.966003,95.36
897.192017,95.36
899.41803,95.36
957.5,97.0
967.072998,97.0
976.64502,97.0
986.218018,97.0
995.789978,97.0
1005.359985,97.0
1014.940002,97.0
1024.51001,97.0
1034.079956,97.0
1043.650024,97.0
1053.22998,97.0
1062.800049,97.0
1072.369995,97.0
1081.939941,97.0
1091.52002,97.0
1101.089966,97.0
1110.660034,97.0
1120.22998,97.0
1129.810059,97.0
1139.380005,97.0
1148.949951,97.0
1158.52002,97.0
1168.099976,97.0
1177.670044,97.0
1187.23999,97.0
1196.810059,97.0
1206.390015,97.0
1215.959961,97.0
1225.530029,97.0
1235.099976,97.0
1244.680054,97.0
1254.25,97.0
1263.819946,97.0
1273.390015,97.0
1282.969971,97.0
1292.540039,97.0
1302.109985,97.0
1311.680054,97.0
1321.26001,97.0
1330.829956,97.0
1436.119995,97.0
1445.699951,97.0
1455.27002,97.0
1464.839966,97.0
1474.410034,97.0
1483.98999,97.0
1493.560059,97.0
1503.130005,97.0
1512.699951,97.0
1522.280029,97.0
1531.849976,97.0
1541.420044,97.0
1550.98999,97.0
1560.569946,97.0
1570.140015,97.0
1579.709961,97.0
1589.280029,97.0
1598.859985,97.0
1608.430054,97.0
1618.0,97.0
1627.569946,97.0
1637.150024,97.0
1646.719971,97.0
1656.290039,97.0
1665.859985,97.0
1675.439941,97.0
1685.01001,97.0
1694.579956,97.0
1704.150024,97.0
1713.72998,97.0
1723.300049,97.0
1732.869995,97.0
1742.439941,97.0
1752.02002,97.0
1761.589966,97.0
1771.160034,97.0
1981.76001,97.0
1991.329956,97.0
2000.900024,97.0
2010.469971,97.0
2020.050049,97.0
2029.619995,97.0
2039.189941,97.0
2048.76001,97.0
2058.340088,97.0
2067.909912,97.0
2077.47998,97.0
2087.050049,97.0
2096.629883,97.0
2106.199951,97.0
2115.77002,97.0
2125.340088,97.0
2134.919922,97.0
2144.48999,97.0
2154.060059,97.0
2163.629883,97.0
2173.209961,97.0
2182.780029,97.0
2192.350098,97.0
2201.919922,97.0
2211.5,97.0
2221.070068,97.0
2230.639893,97.0
2240.209961,97.0
2249.790039,97.0
2259.360107,97.0
2268.929932,97.0
2278.5,97.0
2288.080078,97.0
2297.649902,97.0
2307.219971,97.0
2316.790039,97.0
