Wavelength,vp17
451.996002,4.649659945
454.221985,4.649659945
456.447998,4.649659945
458.674011,4.649659945
460.899994,4.649659945
463.126007,4.649659945
465.35199,4.649659945
467.578003,4.649659945
469.803986,4.649659945
472.029999,4.649659945
474.256012,4.649659945
476.481995,4.649659945
478.708008,4.649659945
480.93399,4.649659945
483.160004,4.649659945
485.385986,4.649659945
487.612,4.649659945
489.838013,4.649659945
492.063995,4.649659945
494.290009,4.649659945
496.515991,4.649659945
498.742004,4.649659945
500.967987,4.649659945
503.194,4.649659945
505.420013,4.649659945
507.645996,4.649659945
509.872009,4.649659945
512.098022,4.649659945
514.323975,4.649659945
516.549988,4.649659945
518.776001,4.649659945
521.002014,4.649659945
523.228027,4.649659945
525.453979,4.649659945
527.679993,4.649659945
529.906006,4.649659945
532.132019,4.649659945
534.357971,4.649659945
536.583984,4.649659945
538.809998,4.649659945
541.036011,4.649659945
543.260986,4.649659945
545.487,4.649659945
547.713013,4.649659945
549.939026,4.649659945
552.164978,4.649659945
554.390991,4.649659945
556.617004,4.649659945
558.843018,4.649659945
561.06897,4.649659945
563.294983,4.649659945
565.520996,4.649659945
567.747009,4.649659945
569.973022,4.649659945
572.198975,4.649659945
574.424988,4.649659945
576.651001,4.649659945
578.877014,4.649659945
581.103027,4.649659945
583.328979,4.649659945
585.554993,4.649659945
587.781006,4.649659945
590.007019,4.649659945
592.232971,4.649659945
594.458984,4.649659945
596.684998,4.649659945
598.911011,4.649659945
601.137024,4.649659945
603.362976,4.649659945
605.588989,4.649659945
607.815002,4.649659945
610.041016,4.649659945
612.267029,4.649659945
614.492981,4.649659945
616.718994,4.649659945
618.945007,4.649659945
621.171021,4.649659945
623.396973,4.649659945
625.622986,4.649659945
627.848999,4.649659945
630.075012,4.649659945
632.301025,4.649659945
634.526978,4.649659945
636.752991,4.649659945
638.979004,4.649659945
641.205017,4.649659945
643.43103,4.649659945
645.656982,4.649659945
647.882996,4.649659945
650.109009,4.649659945
652.335022,4.649659945
654.560974,4.649659945
656.786987,4.649659945
659.013,4.649659945
661.239014,4.649659945
663.465027,4.649659945
665.690002,4.649659945
667.916016,4.649659945
670.142029,4.649659945
672.367981,4.649659945
674.593994,4.649659945
676.820007,4.649659945
679.046021,4.649659945
681.271973,4.649659945
